CustomerID,AccountAge,UsageFrequency,MonthlySpend,SupportCalls,Churn
CUST00207,20,23,177.49,2,No
CUST00208,30,4,434.39,3,No
CUST00209,11,26,35.15,5,Yes
CUST00210,58,22,437.44,0,No
CUST00211,55,6,390.37,2,No
CUST00212,28,13,396.35,3,No
CUST00213,25,10,456.05,2,No
CUST00214,39,3,287.67,1,No
CUST00215,33,9,434.26,2,No
CUST00216,1,15,208.51,0,No
CUST00217,57,26,345.3,3,Yes
CUST00218,27,5,159.35,5,No
CUST00219,57,26,405.13,3,No
CUST00220,52,25,27.0,1,No
CUST00221,13,26,424.2,4,No
CUST00222,41,22,67.59,3,No
CUST00223,3,22,86.4,0,Yes
CUST00224,39,9,380.73,2,No
CUST00225,6,29,126.02,2,No
CUST00226,8,26,250.75,1,Yes
CUST00227,27,15,254.32,3,Yes
CUST00228,9,13,193.87,1,No
CUST00229,37,21,466.94,3,No
CUST00230,33,3,286.3,3,No
CUST00231,51,19,361.35,3,No
CUST00232,42,2,446.24,2,No
CUST00233,44,18,311.22,2,Yes
CUST00234,24,14,350.48,1,No
CUST00235,15,22,226.76,1,No
CUST00236,59,24,497.77,1,Yes
CUST00237,54,13,390.2,6,No
CUST00238,32,27,482.9,1,No
CUST00239,32,24,72.35,1,No
CUST00240,24,8,21.22,2,No
CUST00241,41,10,266.51,1,No
CUST00242,52,23,368.44,1,No
CUST00243,49,2,418.15,1,No
CUST00244,49,10,425.92,2,No
CUST00245,58,27,150.61,2,No
CUST00246,52,2,381.98,4,No
CUST00247,12,29,87.11,1,No
CUST00248,39,26,264.45,0,Yes
CUST00249,2,23,125.34,1,No
CUST00250,3,4,123.52,2,No
CUST00251,49,22,156.85,2,Yes
CUST00252,37,9,160.63,2,No
CUST00253,49,21,174.06,0,No
CUST00254,56,10,457.55,2,No
CUST00255,17,4,346.56,3,No
CUST00256,59,3,12.16,3,No
CUST00257,49,7,206.7,2,No
CUST00258,2,23,90.87,1,No
CUST00259,2,23,363.39,2,No
CUST00260,28,16,491.44,2,Yes
CUST00261,54,5,254.41,1,No
CUST00262,23,13,490.69,0,No
CUST00263,37,10,145.19,4,No
CUST00264,32,24,294.71,1,Yes
CUST00265,33,27,277.13,2,No
CUST00266,1,2,400.01,0,Yes
CUST00267,19,16,138.09,4,No
CUST00268,2,20,136.99,2,No
CUST00269,53,1,183.86,2,No
CUST00270,44,6,296.21,1,No
CUST00271,26,22,76.34,3,No
CUST00272,32,19,477.91,1,No
CUST00273,6,1,235.71,3,No
CUST00274,32,28,256.64,2,No
CUST00275,55,5,211.26,2,No
CUST00276,4,12,199.77,4,No
CUST00277,55,17,233.62,0,No
CUST00278,11,19,128.77,4,No
CUST00279,56,8,82.46,1,No
CUST00280,59,10,223.8,1,No
CUST00281,17,25,341.47,1,No
CUST00282,38,3,184.65,0,No
CUST00283,24,9,62.91,5,No
CUST00284,5,7,266.74,1,Yes
CUST00285,52,24,266.79,0,No
CUST00286,34,6,92.77,0,No
CUST00287,6,15,178.12,2,No
CUST00288,22,13,396.76,1,No
CUST00289,11,14,25.76,1,No
CUST00290,48,5,56.58,3,Yes
CUST00291,16,26,353.33,3,No
CUST00292,33,29,290.52,2,No
CUST00293,9,24,293.62,1,No
CUST00294,59,28,234.27,0,No
CUST00295,6,2,52.09,3,No
CUST00296,16,7,35.92,1,No
CUST00297,29,1,168.84,2,No
CUST00298,3,16,37.76,6,No
CUST00299,20,7,286.98,3,No
CUST00300,59,15,342.72,0,No
CUST00301,36,6,312.96,2,No
CUST00302,19,20,367.38,2,No
CUST00303,26,19,476.52,3,Yes
CUST00304,3,9,484.05,2,No
CUST00305,19,22,149.89,2,No
CUST00306,20,6,152.89,2,No
CUST00307,32,29,374.25,2,No
CUST00308,7,17,495.1,2,No
CUST00309,52,5,212.3,5,No
CUST00310,41,15,100.8,2,No
CUST00311,33,28,367.1,0,No
CUST00312,40,7,198.79,0,No
CUST00313,39,14,49.21,2,No
CUST00314,18,20,376.84,3,No
CUST00315,40,28,209.99,4,No
CUST00316,1,18,299.76,1,No
CUST00317,11,29,349.04,0,No
CUST00318,28,25,412.22,3,No
CUST00319,57,22,314.5,2,No
CUST00320,25,25,468.6,1,No
CUST00321,50,24,247.55,1,Yes
CUST00322,23,17,269.85,2,Yes
CUST00323,31,18,159.01,3,No
CUST00324,30,2,74.63,0,No
CUST00325,42,29,317.98,3,No
CUST00326,35,18,153.37,1,No
CUST00327,7,14,359.94,2,No
CUST00328,16,4,314.13,3,No
CUST00329,26,7,147.85,2,No
CUST00330,48,7,283.13,3,No
CUST00331,57,1,494.29,4,No
CUST00332,52,8,442.35,4,No
CUST00333,49,20,214.23,1,No
CUST00334,2,24,346.83,2,No
CUST00335,1,10,99.82,4,No
CUST00336,48,9,14.97,2,No
CUST00337,12,7,421.37,1,No
CUST00338,5,3,212.94,6,Yes
CUST00339,37,12,98.94,2,No
CUST00340,32,3,164.5,1,No
CUST00341,59,5,462.08,3,No
CUST00342,55,7,447.27,3,No
CUST00343,9,12,328.96,1,No
CUST00344,41,23,55.11,1,No
CUST00345,35,25,361.82,6,Yes
CUST00346,19,17,446.17,2,No
CUST00347,48,14,460.3,2,No
CUST00348,16,3,199.33,2,No
CUST00349,3,1,93.0,5,No
CUST00350,20,22,480.85,1,No
CUST00351,24,28,407.11,2,No
CUST00352,54,26,222.02,2,Yes
CUST00353,56,23,319.72,1,Yes
CUST00354,33,18,204.79,3,No
CUST00355,24,14,234.05,4,No
CUST00356,52,25,170.62,2,No
CUST00357,11,13,37.26,0,No
CUST00358,49,12,498.59,2,No
CUST00359,8,5,127.38,1,No
CUST00360,36,3,152.14,4,No
CUST00361,38,14,169.22,2,No
CUST00362,40,7,129.7,0,No
CUST00363,20,7,169.64,2,No
CUST00364,35,17,287.66,1,No
CUST00365,48,6,48.77,3,No
CUST00366,25,15,45.05,1,No
CUST00367,35,19,236.4,3,No
CUST00368,25,15,351.35,3,Yes
CUST00369,29,7,116.5,0,No
CUST00370,18,5,264.88,2,No
CUST00371,46,15,225.83,2,Yes
CUST00372,18,20,231.6,6,No
CUST00373,2,13,353.78,1,No
CUST00374,54,26,302.59,1,No
CUST00375,35,7,240.1,2,Yes
CUST00376,16,13,142.47,2,Yes
CUST00377,41,13,296.78,2,No
CUST00378,36,13,77.32,1,Yes
CUST00379,33,23,213.8,3,No
CUST00380,4,8,76.02,1,No
CUST00381,33,5,165.89,1,No
CUST00382,14,4,322.01,2,No
CUST00383,21,17,395.52,4,No
CUST00384,48,20,125.44,5,Yes
CUST00385,20,14,324.5,4,Yes
CUST00386,56,11,143.95,2,No
CUST00387,8,10,213.59,2,No
CUST00388,7,1,458.03,2,No
CUST00389,3,7,59.56,2,No
CUST00390,17,6,492.13,1,Yes
CUST00391,33,7,324.78,1,No
CUST00392,48,24,308.39,4,No
CUST00393,12,15,115.1,0,No
CUST00394,59,6,105.35,5,No
CUST00395,51,18,462.23,2,No
CUST00396,22,2,88.53,3,No
CUST00397,55,9,94.14,2,No
CUST00398,22,6,353.15,3,No
CUST00399,46,22,355.17,2,No
CUST00400,30,17,205.21,3,No
CUST00401,38,24,454.69,5,No
CUST00402,38,11,460.42,1,Yes
CUST00403,45,24,422.27,1,No
CUST00404,51,4,17.87,0,No
CUST00405,54,7,158.04,3,No
CUST00406,8,15,152.27,2,No
CUST00407,27,25,42.15,3,Yes
CUST00408,27,27,447.61,0,No
CUST00409,34,29,496.37,1,Yes
CUST00410,21,17,80.24,4,No
CUST00411,30,12,149.78,0,No
CUST00412,33,13,23.09,3,No
CUST00413,28,21,66.57,1,No
CUST00414,47,13,254.77,4,No
CUST00415,33,8,190.28,1,No
CUST00416,5,7,217.63,1,Yes
CUST00417,48,29,336.42,2,No
CUST00418,19,26,57.87,3,No
CUST00419,4,4,425.4,2,No
CUST00420,35,3,434.14,4,No
CUST00421,49,17,89.86,4,No
CUST00422,17,16,321.07,3,Yes
CUST00423,44,19,348.28,1,No
CUST00424,28,2,95.15,1,No
CUST00425,30,21,193.65,3,No
CUST00426,29,14,349.21,1,No
CUST00427,46,16,339.8,1,No
CUST00428,53,17,420.95,2,No
CUST00429,6,4,74.94,1,No
CUST00430,35,8,168.2,2,Yes
CUST00431,41,9,378.9,6,Yes
CUST00432,37,16,131.88,0,Yes
CUST00433,24,16,273.17,4,Yes
CUST00434,29,17,77.27,4,No
CUST00435,49,3,86.95,4,No
CUST00436,46,22,135.43,0,No
CUST00437,53,21,154.05,2,Yes
CUST00438,31,28,30.47,2,No
CUST00439,35,17,429.37,3,No
CUST00440,33,18,31.52,0,Yes
CUST00441,52,18,383.77,6,No
CUST00442,21,23,150.62,2,No
CUST00443,32,6,205.22,2,No
CUST00444,23,29,293.2,0,No
CUST00445,33,6,120.12,6,No
CUST00446,3,1,47.6,1,Yes
CUST00447,18,29,478.99,0,Yes
CUST00448,25,16,415.85,4,No
CUST00449,42,17,382.09,2,No
CUST00450,31,4,271.9,2,No
CUST00451,54,16,322.44,0,No
CUST00452,58,26,433.54,2,No
CUST00453,3,22,200.55,1,No
CUST00454,40,27,61.25,1,No
CUST00455,46,22,422.07,2,No
CUST00456,24,21,40.74,3,Yes
CUST00457,50,20,460.1,3,No
CUST00458,32,2,363.75,3,No
CUST00459,47,23,228.26,2,No
CUST00460,22,12,311.53,2,No
CUST00461,23,16,272.17,5,No
CUST00462,2,6,206.77,1,No
CUST00463,27,16,72.99,2,Yes
CUST00464,42,7,406.09,1,No
CUST00465,2,14,298.0,3,No
CUST00466,26,3,354.24,2,No
CUST00467,17,1,112.13,2,Yes
CUST00468,40,17,108.64,3,No
CUST00469,33,20,421.11,1,No
CUST00470,9,4,278.2,0,No
CUST00471,43,7,231.9,5,No
CUST00472,54,29,55.7,1,Yes
CUST00473,48,7,218.83,2,No
CUST00474,39,4,354.75,4,No
CUST00475,29,7,60.78,1,No
CUST00476,42,8,24.3,3,No
CUST00477,55,9,281.05,1,No
CUST00478,26,22,164.91,2,No
CUST00479,35,15,453.93,2,No
CUST00480,50,4,300.35,3,No
CUST00481,25,26,157.22,2,Yes
CUST00482,24,18,163.82,2,No
CUST00483,13,25,73.25,0,No
CUST00484,58,12,224.44,1,No
CUST00485,7,23,43.53,4,Yes
CUST00486,57,6,225.92,4,No
CUST00487,36,4,69.05,3,Yes
CUST00488,45,4,341.82,5,No
CUST00489,20,18,329.03,3,No
CUST00490,1,1,420.79,5,Yes
CUST00491,8,21,461.98,4,No
CUST00492,46,6,330.41,4,No
CUST00493,16,26,85.6,1,No
CUST00494,14,9,259.05,1,No
CUST00495,12,17,471.18,1,No
CUST00496,51,21,107.64,2,No
CUST00497,23,11,200.77,3,No
CUST00498,15,29,376.55,3,No
CUST00499,28,21,384.01,3,No
CUST00500,34,9,475.2,2,Yes
CUST00501,2,11,131.11,1,No
CUST00502,32,27,430.57,1,No
CUST00503,23,4,35.73,2,No
CUST00504,22,13,81.44,4,No
CUST00505,51,29,472.09,1,Yes
CUST00506,25,19,441.57,1,No
CUST00507,58,3,39.86,2,Yes
CUST00508,22,22,43.14,1,No
CUST00509,58,27,182.44,2,Yes
CUST00510,58,1,205.99,4,No
CUST00511,22,17,239.24,1,No
CUST00512,49,17,278.76,1,No
CUST00513,52,7,74.01,4,No
CUST00514,42,14,493.34,0,No
CUST00515,6,5,479.34,4,No
CUST00516,15,14,210.33,4,No
CUST00517,54,11,248.99,1,No
CUST00518,43,25,187.94,2,Yes
CUST00519,37,28,328.83,4,No
CUST00520,33,27,352.66,2,No
CUST00521,8,3,272.34,4,No
CUST00522,53,6,462.91,1,No
CUST00523,44,7,179.88,0,No
CUST00524,44,19,137.43,3,No
CUST00525,5,9,331.28,2,Yes
CUST00526,39,2,89.66,0,No
CUST00527,4,28,292.84,2,No
CUST00528,6,12,168.41,3,No
CUST00529,45,7,77.28,1,No
CUST00530,32,10,165.07,2,No
CUST00531,52,20,109.25,4,Yes
CUST00532,30,15,318.45,0,No
CUST00533,47,25,35.34,5,Yes
CUST00534,35,23,410.98,1,No
CUST00535,55,24,296.28,0,No
CUST00536,40,27,429.96,3,No
CUST00537,52,26,88.53,2,No
CUST00538,16,19,241.39,1,No
CUST00539,13,6,337.29,2,No
CUST00540,50,20,81.46,1,No
CUST00541,42,13,16.83,2,No
CUST00542,30,20,472.08,2,No
CUST00543,19,12,392.57,3,No
CUST00544,17,18,393.28,1,No
CUST00545,56,16,461.06,1,No
CUST00546,19,11,293.28,3,Yes
CUST00547,28,26,324.36,3,No
CUST00548,58,25,112.4,1,No
CUST00549,55,11,240.49,0,Yes
CUST00550,26,1,87.22,0,Yes
CUST00551,37,1,58.44,0,Yes
CUST00552,26,7,135.11,1,No
CUST00553,53,26,235.16,1,No
CUST00554,23,7,322.74,1,No
CUST00555,9,4,257.12,2,No
CUST00556,12,14,448.28,2,No
CUST00557,53,24,170.15,1,Yes
CUST00558,1,5,424.94,2,No
CUST00559,58,22,223.5,1,Yes
CUST00560,58,12,77.63,4,No
CUST00561,1,4,434.26,3,No
CUST00562,47,3,249.76,2,Yes
CUST00563,34,18,78.61,5,No
CUST00564,32,24,102.2,1,No
CUST00565,54,27,45.37,1,No
CUST00566,48,5,325.67,1,No
CUST00567,25,26,187.94,1,No
CUST00568,40,6,483.55,0,No
CUST00569,45,14,273.83,3,Yes
CUST00570,53,6,130.27,5,No
CUST00571,1,20,298.56,4,No
CUST00572,16,25,488.59,1,No
CUST00573,39,23,21.33,2,No
CUST00574,5,12,93.22,2,Yes
CUST00575,22,28,464.8,3,No
CUST00576,29,26,22.03,0,Yes
CUST00577,55,12,482.04,2,No
CUST00578,3,29,317.63,1,No
CUST00579,12,8,123.52,1,No
CUST00580,26,23,53.95,0,Yes
CUST00581,16,20,61.03,2,No
CUST00582,51,25,420.5,2,No
CUST00583,37,2,412.5,1,No
CUST00584,22,5,418.59,0,Yes
CUST00585,57,18,480.72,3,No
CUST00586,29,24,201.39,1,No
CUST00587,14,25,458.76,0,No
CUST00588,28,3,89.14,3,No
CUST00589,5,16,470.21,2,No
CUST00590,47,5,129.39,4,No
CUST00591,49,9,209.92,4,No
CUST00592,30,6,262.52,2,No
CUST00593,46,19,403.56,2,No
CUST00594,52,22,200.75,1,No
CUST00595,5,25,177.36,3,No
CUST00596,12,27,491.56,4,No
CUST00597,16,27,46.55,1,Yes
CUST00598,26,16,22.54,3,No
CUST00599,26,26,37.78,3,Yes
CUST00600,48,7,457.95,4,No
CUST00601,21,4,124.06,3,No
CUST00602,39,16,31.41,1,No
CUST00603,36,20,367.09,3,No
CUST00604,33,17,323.81,1,No
CUST00605,30,19,397.96,3,No
CUST00606,37,28,266.62,2,No
CUST00607,23,25,96.8,4,No
CUST00608,58,17,152.4,1,No
CUST00609,10,13,39.99,6,No
CUST00610,54,2,354.89,1,Yes
CUST00611,5,2,327.36,3,Yes
CUST00612,36,24,343.5,0,No
CUST00613,34,22,489.04,3,No
CUST00614,52,23,39.5,2,No
CUST00615,31,27,41.89,2,No
CUST00616,10,4,371.81,3,No
CUST00617,58,16,486.65,2,No
CUST00618,19,27,275.93,0,No
CUST00619,58,4,408.22,6,No
CUST00620,32,20,308.6,4,No
CUST00621,1,12,466.87,1,Yes
CUST00622,56,22,107.81,0,Yes
CUST00623,5,28,187.43,2,No
CUST00624,45,28,310.25,2,Yes
CUST00625,4,29,107.32,2,No
CUST00626,16,29,418.73,2,Yes
CUST00627,24,20,400.98,3,No
CUST00628,16,14,362.28,4,No
CUST00629,55,1,313.85,4,No
CUST00630,2,17,117.41,0,No
CUST00631,49,24,436.3,1,No
CUST00632,28,18,293.01,2,No
CUST00633,32,12,113.83,2,No
CUST00634,27,25,371.09,0,No
CUST00635,20,10,25.52,1,Yes
CUST00636,24,24,116.83,4,No
CUST00637,12,15,121.15,2,No
CUST00638,50,17,152.91,1,Yes
CUST00639,35,26,26.84,4,No
CUST00640,33,11,422.86,2,No
CUST00641,33,24,57.7,1,No
CUST00642,51,25,416.31,4,No
CUST00643,43,20,98.33,0,No
CUST00644,37,7,422.08,3,No
CUST00645,12,20,24.26,1,Yes
CUST00646,3,29,394.4,3,Yes
CUST00647,1,19,271.07,3,No
CUST00648,33,11,115.98,4,No
CUST00649,40,1,209.18,2,No
CUST00650,10,18,57.57,3,No
CUST00651,43,23,77.25,3,No
CUST00652,44,22,189.87,4,No
CUST00653,29,15,212.09,3,No
CUST00654,13,13,390.24,0,Yes
CUST00655,12,24,380.58,3,No
CUST00656,31,27,127.66,6,No
CUST00657,46,16,100.1,6,No
CUST00658,2,19,92.47,3,No
CUST00659,51,6,299.46,2,No
CUST00660,50,28,294.46,7,No
CUST00661,35,22,61.42,5,No
CUST00662,23,28,176.8,0,No
CUST00663,17,16,438.45,2,Yes
CUST00664,26,18,471.72,3,No
CUST00665,8,1,486.24,5,No
CUST00666,29,18,349.87,2,No
CUST00667,26,9,28.48,1,Yes
CUST00668,10,13,247.74,2,No
CUST00669,26,16,129.16,3,Yes
CUST00670,34,22,445.1,3,No
CUST00671,51,19,30.75,3,Yes
CUST00672,41,26,65.35,1,Yes
CUST00673,7,23,150.25,0,No
CUST00674,4,1,353.42,1,No
CUST00675,58,29,468.74,1,No
CUST00676,53,8,200.21,3,Yes
CUST00677,50,10,177.41,1,No
CUST00678,45,7,393.53,2,No
CUST00679,11,3,450.12,1,Yes
CUST00680,29,13,52.92,1,Yes
CUST00681,56,20,493.2,0,No
CUST00682,36,11,259.77,1,No
CUST00683,25,23,497.18,2,Yes
CUST00684,21,20,16.23,3,No
CUST00685,57,5,446.58,1,No
CUST00686,36,13,58.37,2,No
CUST00687,10,12,391.12,0,No
CUST00688,37,16,10.14,0,No
CUST00689,9,17,76.81,0,No
CUST00690,24,14,88.87,1,No
CUST00691,35,21,307.52,1,Yes
CUST00692,49,26,350.03,4,No
CUST00693,35,10,54.12,2,No
CUST00694,48,13,208.89,3,No
CUST00695,36,12,353.87,1,No
CUST00696,18,4,455.68,1,Yes
CUST00697,49,19,102.88,3,Yes
CUST00698,39,12,218.13,3,No
CUST00699,32,25,121.73,1,No
CUST00700,24,1,28.08,1,No
CUST00701,23,10,233.43,0,Yes
CUST00702,32,21,215.66,0,No
CUST00703,37,26,412.58,1,Yes
CUST00704,12,29,446.35,1,No
CUST00705,49,2,183.16,4,No
CUST00706,55,5,357.06,2,No
CUST00707,13,21,293.17,3,Yes
CUST00708,23,26,387.33,3,No
CUST00709,25,27,81.7,0,Yes
CUST00710,35,17,408.36,5,No
CUST00711,41,4,305.33,2,Yes
CUST00712,30,7,386.06,2,Yes
CUST00713,17,15,215.8,4,No
CUST00714,49,1,14.04,2,No
CUST00715,20,28,459.8,7,No
CUST00716,48,29,366.95,0,No
CUST00717,25,14,348.47,2,No
CUST00718,22,26,241.9,2,Yes
CUST00719,13,15,31.49,4,No
CUST00720,59,2,77.53,2,No
CUST00721,19,20,224.89,3,No
CUST00722,49,26,398.75,0,No
CUST00723,36,2,446.0,1,No
CUST00724,12,16,234.33,3,No
CUST00725,41,2,497.54,0,No
CUST00726,19,16,490.1,3,No
CUST00727,12,17,188.2,3,No
CUST00728,9,18,41.76,3,No
CUST00729,7,19,251.51,3,No
CUST00730,28,16,489.95,3,No
CUST00731,14,4,189.26,5,Yes
CUST00732,31,17,182.21,3,Yes
CUST00733,52,1,158.96,3,No
CUST00734,19,23,475.52,3,No
CUST00735,58,21,102.26,1,No
CUST00736,47,13,223.29,0,No
CUST00737,16,7,110.19,2,No
CUST00738,53,26,64.75,1,No
CUST00739,5,9,223.88,0,No
CUST00740,35,14,404.9,2,No
CUST00741,12,1,13.8,2,Yes
CUST00742,25,8,247.67,1,No
CUST00743,52,10,257.9,3,No
CUST00744,59,4,47.24,3,No
CUST00745,21,25,489.38,1,No
CUST00746,36,13,106.93,3,No
CUST00747,53,18,454.25,1,No
CUST00748,23,9,122.36,3,No
CUST00749,16,8,267.07,2,No
CUST00750,57,6,402.11,2,No
CUST00751,39,21,475.4,1,No
CUST00752,45,19,206.73,1,No
CUST00753,53,16,44.35,5,No
CUST00754,42,1,21.26,3,No
CUST00755,58,15,438.16,0,No
CUST00756,39,6,244.57,1,No
CUST00757,14,10,83.47,3,Yes
CUST00758,31,5,237.43,1,Yes
